epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
161,4070.89,0.80987,0.60053,1.33136,0.02217,0.93309,0.88668,0.95967,0.81872,0.60466,0.3944,1.2084,0.01095,0.00208,0.00208,0.00208
162,4096.07,0.81286,0.61562,1.33884,0.02188,0.93314,0.88747,0.95943,0.81858,0.60474,0.39443,1.20861,0.01096,0.0020305,0.0020305,0.0020305
163,4121.27,0.81157,0.60892,1.33238,0.0221,0.93296,0.88492,0.95914,0.81777,0.60493,0.39457,1.20884,0.01095,0.001981,0.001981,0.001981
164,4146.75,0.8112,0.59996,1.33529,0.02181,0.93451,0.88378,0.95902,0.81788,0.6052,0.39467,1.20907,0.01093,0.0019315,0.0019315,0.0019315
165,4171.78,0.81545,0.61373,1.33659,0.02238,0.93411,0.88274,0.95895,0.81782,0.605,0.39473,1.20881,0.01093,0.001882,0.001882,0.001882
166,4197.02,0.81075,0.59951,1.33047,0.02282,0.9312,0.8877,0.95889,0.81799,0.60531,0.39468,1.20884,0.01094,0.0018325,0.0018325,0.0018325
167,4222.27,0.80658,0.60055,1.33268,0.02224,0.93095,0.88687,0.95973,0.81764,0.60563,0.39516,1.20825,0.01093,0.001783,0.001783,0.001783
168,4247.79,0.80433,0.6024,1.32768,0.02188,0.93085,0.88928,0.95964,0.81782,0.60559,0.39501,1.20822,0.01092,0.0017335,0.0017335,0.0017335
169,4272.84,0.80088,0.59867,1.33003,0.02234,0.92573,0.891,0.95966,0.81766,0.60591,0.39491,1.2085,0.0109,0.001684,0.001684,0.001684
170,4298,0.79855,0.59059,1.32515,0.02144,0.92178,0.89529,0.95956,0.81782,0.60579,0.39449,1.20838,0.01089,0.0016345,0.0016345,0.0016345
171,4323.17,0.79191,0.58914,1.3186,0.02211,0.91974,0.89761,0.96074,0.81836,0.60601,0.39459,1.20851,0.01088,0.001585,0.001585,0.001585
172,4348.23,0.79371,0.58939,1.32427,0.02195,0.91615,0.89761,0.96109,0.81745,0.60582,0.39426,1.20873,0.01086,0.0015355,0.0015355,0.0015355
173,4373.43,0.81435,0.60635,1.34085,0.02274,0.91652,0.89843,0.96117,0.81824,0.6058,0.39447,1.209,0.01084,0.001486,0.001486,0.001486
174,4398.64,0.79668,0.58629,1.3233,0.02091,0.91602,0.89843,0.96118,0.81824,0.60586,0.39386,1.20899,0.01083,0.0014365,0.0014365,0.0014365
175,4423.81,0.79445,0.58465,1.32303,0.0217,0.91569,0.89843,0.96116,0.81832,0.60583,0.39413,1.2093,0.01083,0.001387,0.001387,0.001387
176,4448.79,0.80367,0.5932,1.33075,0.02159,0.91658,0.89822,0.96109,0.81841,0.60613,0.39358,1.20958,0.01083,0.0013375,0.0013375,0.0013375
177,4473.97,0.79351,0.58543,1.33149,0.02156,0.9176,0.89761,0.96093,0.81884,0.60586,0.39392,1.20944,0.01082,0.001288,0.001288,0.001288
178,4499.17,0.79465,0.5923,1.3248,0.02169,0.91844,0.89761,0.9608,0.81822,0.60564,0.3935,1.20933,0.01081,0.0012385,0.0012385,0.0012385
179,4524.5,0.7829,0.58122,1.31892,0.0212,0.91704,0.89761,0.95972,0.81864,0.60587,0.39345,1.20957,0.01081,0.001189,0.001189,0.001189
180,4549.55,0.78853,0.57404,1.31502,0.02114,0.92024,0.8956,0.95966,0.81847,0.60563,0.39322,1.2095,0.01081,0.0011395,0.0011395,0.0011395
181,4574.73,0.78009,0.57025,1.31701,0.02084,0.92272,0.89513,0.9596,0.81846,0.60574,0.39311,1.20948,0.01082,0.00109,0.00109,0.00109
182,4599.98,0.79254,0.57782,1.32245,0.02257,0.92303,0.89513,0.95914,0.81849,0.60588,0.3933,1.20943,0.01082,0.0010405,0.0010405,0.0010405
183,4625.49,0.78023,0.57711,1.31376,0.02207,0.92351,0.8943,0.95913,0.819,0.60592,0.39373,1.20963,0.01083,0.000991,0.000991,0.000991
184,4650.55,0.79191,0.5821,1.31847,0.02285,0.9242,0.8943,0.9592,0.81898,0.60604,0.39376,1.20982,0.01084,0.0009415,0.0009415,0.0009415
185,4675.89,0.78672,0.57897,1.31388,0.02137,0.92424,0.8943,0.95921,0.81848,0.6061,0.39398,1.20996,0.01086,0.000892,0.000892,0.000892
186,4701.06,0.78045,0.5715,1.31588,0.02116,0.92538,0.89513,0.95913,0.81895,0.60648,0.39382,1.2099,0.01085,0.0008425,0.0008425,0.0008425
187,4726.33,0.77998,0.57551,1.31651,0.02037,0.92487,0.8943,0.95921,0.81911,0.60647,0.39357,1.21002,0.01085,0.000793,0.000793,0.000793
188,4751.53,0.78317,0.57135,1.32221,0.02115,0.9247,0.8943,0.9592,0.81936,0.60651,0.39315,1.21008,0.01084,0.0007435,0.0007435,0.0007435
189,4776.73,0.78475,0.57849,1.32299,0.02125,0.92489,0.8943,0.95921,0.81927,0.60639,0.39342,1.20993,0.01084,0.000694,0.000694,0.000694
190,4801.97,0.77274,0.56454,1.31569,0.02134,0.91882,0.89761,0.95915,0.81941,0.6064,0.39324,1.20999,0.01084,0.0006445,0.0006445,0.0006445
191,4828.83,0.69242,0.47866,1.27896,0.0151,0.92487,0.8943,0.95923,0.81946,0.60654,0.39352,1.20993,0.01083,0.000595,0.000595,0.000595
192,4853.18,0.68563,0.47075,1.27794,0.0159,0.92222,0.89595,0.95922,0.81962,0.60662,0.39328,1.20981,0.01083,0.0005455,0.0005455,0.0005455
193,4877.48,0.68501,0.46741,1.27724,0.01478,0.9234,0.8959,0.95927,0.81937,0.60637,0.39314,1.20983,0.01083,0.000496,0.000496,0.000496
194,4901.79,0.67688,0.45864,1.26873,0.01487,0.91633,0.89926,0.95934,0.8198,0.6064,0.39322,1.20996,0.01082,0.0004465,0.0004465,0.0004465
195,4926.1,0.67052,0.45755,1.26415,0.01501,0.91808,0.89926,0.95905,0.82015,0.60645,0.39315,1.20985,0.01081,0.000397,0.000397,0.000397
196,4950.57,0.669,0.45916,1.26696,0.01438,0.91684,0.89926,0.95909,0.81987,0.60677,0.39329,1.20992,0.0108,0.0003475,0.0003475,0.0003475
197,4974.87,0.67092,0.45573,1.27056,0.01494,0.91542,0.89926,0.95947,0.82007,0.60661,0.39316,1.20981,0.01079,0.000298,0.000298,0.000298
198,4999.2,0.67208,0.46035,1.26528,0.01461,0.91674,0.89926,0.95916,0.82028,0.60655,0.39329,1.20988,0.01078,0.0002485,0.0002485,0.0002485
199,5023.65,0.67114,0.4533,1.27065,0.01495,0.91699,0.89926,0.95911,0.82025,0.60627,0.3934,1.20988,0.01076,0.000199,0.000199,0.000199
200,5047.96,0.66908,0.45406,1.26524,0.01458,0.91743,0.89919,0.95916,0.82017,0.60612,0.39342,1.20995,0.01075,0.0001495,0.0001495,0.0001495
